Id,Label,Category,#photos,#videos,#replies,#retweets,#likes
13464,cavit_bircan,Person,1,0,0,3,47
13465,koybasmelis,Other,0,0,1,0,4
13466,senolkarlidag,Other,0,0,0,0,0
13467,akhisar_gm,Other,1,0,0,0,5
13468,bymechi,Other,0,0,0,0,0
13469,tcramsesdnc,Other,0,0,0,0,0
13470,srcckk,Other,0,0,1,0,5
13471,travelturkey2,Other,0,0,0,3,3
13472,rockyshorz,Other,0,0,0,1,2
13473,zeki_tirsi,Other,0,0,0,0,0
13474,ntanglay,Other,1,0,1,23,173
13475,bernacngr,Other,0,0,0,0,0
13476,kgunerhan_17,Other,0,0,0,0,0
13477,nurci37,Other,0,0,0,0,1
13478,kaantuzlu,Person,0,0,1,0,0
13479,tukenmezhaber,Media,0,1,0,0,1
13480,ayurgiden,Other,0,0,0,0,3
13481,8x8x8x6,Other,0,0,1,0,1
13482,zynpxtskrn,Other,0,0,0,0,0
13483,muratguel62,Person,0,0,0,0,3
13484,nr2oh,Other,0,0,0,0,1
13485,fakirhan,Other,0,0,1,0,2
13486,pnrilter1,Other,0,0,0,6,10
13487,ak_4806,Other,1,0,0,0,1
13488,hasanhuseyinbnd,Other,0,0,0,0,0
13489,ayse_22_122,Other,1,0,0,0,2
13490,mlkygrt,Other,0,0,0,1,4
13491,limoonn_,Other,0,0,0,0,4
13492,burduryesilay,Other,1,0,0,0,10
13493,zelihairem,Person,1,0,2,5,24
13494,abdullahucgun33,Other,0,0,0,2,10
13495,muvahhid073,Other,0,0,0,0,2
13496,artukpolat,Other,0,0,0,1,1
13497,mehmetnaci2334,Person,0,0,0,0,0
13498,ekrem_ataibis,Other,0,0,0,0,4
13499,arda190779,Other,0,0,1,0,0
13500,berke41081129,Other,0,0,0,0,1
13501,efe_yilmaz27,Person,1,0,1,0,2
13502,taskiranemine,Other,0,0,0,0,7
13503,lveddebe,Other,0,0,0,0,0
13504,gazeteemek,Media,0,1,0,0,5
13505,bambaskakadin,Other,0,0,0,0,0
13506,k1isi,Other,0,0,0,0,2
13507,suphi27598062,Other,0,0,0,0,0
13508,lenk0_,Other,0,0,0,0,0
13509,handanbora5,Other,0,0,0,6,10
13510,onurrpinarr,Person,0,0,0,0,3
13511,stvuran,Media,0,0,0,0,0
13512,omergokkaya8,Person,0,0,0,0,0
13513,mozbagriacik,Other,0,0,0,0,4
13514,bitlis_ghsim,Other,1,0,0,3,9
13515,kangalseyda,Other,0,0,0,0,1
13516,wakanda_6,Other,0,0,0,0,0
13517,58hatice78,Other,0,0,0,0,1
13518,recepjk,Person,0,0,0,0,2
13519,cemalsaglamm,Other,0,0,0,3,1
13520,aliyilmz1,Person,0,0,0,0,2
13521,fatih_5511,Person,0,0,1,0,1
13522,mucahidakcay,Other,0,0,0,1,3
13523,hitaybetul,Person,0,0,0,0,9
13524,columbia1787,Other,0,0,0,0,1
13525,iam_neslihan,Other,0,0,0,0,2
13526,baris_peace45,Other,0,0,0,0,0
13527,atakana14269562,Other,0,0,0,0,0
13528,eneskorucu16,Person,0,0,0,0,0
13529,kalemfutursuz,Other,0,0,0,0,1
13530,ebsistanbul5,Other,0,0,0,1,5
13531,sweetwitchgigi,Other,0,0,0,0,0
13532,corumiskurumu,Other,1,0,0,1,1
13533,rasimzaimoglu,Other,0,0,0,1,4
13534,alperer33022496,Other,0,0,0,0,0
13535,mehmet_isik44,Person,0,0,0,2,11
13536,beratde77618516,Other,0,0,0,0,0
13537,burdurtso,Other,0,0,0,0,0
13538,serdarbesevli,Other,0,0,0,0,1
13539,07_kafesci,Other,0,0,0,0,0
13540,ahmetsolak011,Person,0,0,0,0,0
13541,karryasar,Other,0,0,0,0,1
13542,yunnssemre,Person,1,0,0,0,2
13543,sessizyylik,Other,0,0,0,0,2
13544,seyahanl,Other,0,0,1,0,1
13545,secilenmimar,Other,0,0,0,3,7
13546,yuzde46,Other,0,0,1,0,0
13547,cihanca1976,Other,0,0,0,0,0
13548,hayatsanaacimaz,Other,0,0,0,0,1
13549,serdardalkran,Other,0,0,0,0,1
13550,ismihanisik,Other,0,0,0,0,2
13551,kocenn,Other,1,0,0,0,8
13552,alpozgen_,Other,0,0,0,2,15
13553,ulkucuyuz_,Other,0,0,0,0,2
13554,akgencgursu,Other,1,0,0,4,32
13555,aytekmeyve,Other,0,0,0,0,0
13556,gnayerbai,Other,0,0,0,0,0
13557,notkoncom,Other,0,1,0,35,82
13558,sanliurfatv,Media,0,0,0,8,9
13559,hacisaffetoglu,Other,0,0,0,0,0
13560,mustafamdnk,Person,0,0,0,0,0
13561,alonedrummer,Other,1,0,0,0,0
13562,sosyalyorumcuk,Other,0,0,0,0,0
13563,muratrecepalp,Person,0,0,0,0,0
13564,sosyallestirem2,Person,1,0,0,0,3
13565,fikret_kacmaz,Other,0,0,0,1,2
13566,esesteam1965,Other,1,0,0,0,1
13567,hasan81148582,Other,0,0,0,0,1
13568,serifediyin,Other,0,0,0,17,932
13569,cnnnzbcrs,Other,0,0,0,0,0
13570,umutkaragoz21,Person,0,1,1,0,2
13571,erryaniverson,Media,0,0,1,0,2
13572,samhamsh,Other,0,0,0,0,0
13573,wayiroo,Other,0,0,0,0,0
13574,muratatam,Person,0,0,0,2,2
13575,safamazekii,Other,0,0,0,0,20
13576,gazetebagimsiz,Media,0,1,1,0,3
13577,mstfbozdogan80,Other,0,0,0,0,0
13578,ef__yalchin,Other,0,0,1,0,0
13579,tubacakaal,Other,0,0,0,0,0
13580,kiyimikdat,Other,0,0,0,0,0
13581,pascha031,Other,0,0,0,0,0
13582,yusufkilictr,Other,0,1,0,4,12
13583,kiymalibamyaa,Person,0,0,0,0,1
13584,mydiary62_,Other,0,0,0,0,1
13585,belfu8,Other,0,0,2,0,8
13586,krmttndrsn,Other,1,0,0,3,30
13587,e1senyenice78,Other,0,0,0,2,15
13588,serkan58alkan,Other,0,0,0,0,1
13589,yusufumitivgen,Other,0,0,1,0,2
13590,mustafasert53,Person,0,0,0,0,0
13591,nedirbuhalin,Person,0,0,0,2,4
13592,s_ucaroglu,Other,0,0,0,0,10
13593,livaneli1988,Other,1,0,0,0,3
13594,sinantopaloglu,Other,0,0,0,2,3
13595,handankizilturk,Other,0,0,0,0,0
13596,edchateu,Other,0,0,0,6,11
13597,enesglbyy,Person,0,0,0,0,0
13598,klndr_s,Other,0,0,0,1,1
13599,emirhangkdemir7,Other,0,0,0,0,0
13600,gokcellviva,Other,0,0,1,0,1
13601,baskaevrende,Other,0,0,1,0,0
13602,ekonomistx,Other,0,0,0,0,2
13603,ayse34_34,Other,0,0,0,5,10
13604,sejderha1905,Other,0,1,0,0,2
13605,akgenckocaeli,Other,0,0,0,15,29
13606,sonmezlersuna,Media,0,0,0,0,0
13607,ankarakartall,Other,0,0,0,0,0
13608,ahdevefa_63,Other,0,0,0,0,1
13609,woobindelisi,Other,0,0,1,0,0
13610,yusufcicek79,Other,0,0,0,1,0
13611,aslihunkar,Other,0,0,1,0,13
13612,karasubld,Govermental,1,0,0,3,11
13613,mineozbekk,Other,0,0,0,6,32
13614,zeynephizeyme,Person,0,0,0,0,0
13615,omeryunnusemre,Person,1,0,2,1,28
13616,adnanyesiill,Other,1,0,0,1,10
13617,muh_cvs_e,Other,0,0,0,0,0
13618,drtunam,Other,0,0,0,0,0
13619,ihtiyarlar_1453,Other,0,0,1,0,0
13620,ziyamerttelli,Person,0,0,0,0,0
13621,akcamlidere,Other,1,0,0,1,2
13622,seckin_burcu,Other,1,0,0,1,1
13623,sleymansofu,Other,0,0,0,0,0
13624,gfbvan,Other,1,0,0,5,26
13625,turesdernegi,Other,0,0,0,2,5
13626,ahmetatillaa,Person,0,0,0,0,7
13627,abdulhaq_hak,Other,0,0,0,1,1
13628,boynu_bukuk,Other,0,0,0,0,0
13629,mevlanatorunu40,Other,0,0,0,1,2
13630,irlembankara,Other,0,0,0,3,13
13631,karanlk44,Other,0,0,1,0,2
13632,tcozgur57,Other,0,0,0,0,0
13633,marojinar,Other,0,0,0,0,0
13634,akdagmadenibld,Govermental,1,0,1,2,21
13635,hakanertu,Other,0,1,0,0,3
13636,ichbinesila,Other,0,0,0,0,0
13637,muratnder2,Person,0,0,1,0,0
13638,sigortacilars,Other,0,0,0,0,2
13639,brpcrqm9ckpsxca,Other,0,0,0,0,0
13640,tib2023,Other,1,0,0,1,2
13641,bizimmurattt,Person,1,0,0,0,0
13642,zbeknder,Other,0,0,1,0,0
13643,simsek3636,Other,0,0,0,0,2
13644,kkasikaraaa,Other,1,0,0,0,1
13645,waterluda,Other,0,0,0,0,1
13646,okanbent,Other,0,1,0,0,4
13647,sisadtr,Other,0,0,1,11,14
13648,denizpolat04,Person,0,0,0,0,0
13649,tuborka,Other,0,0,0,0,0
13650,fero7834,Other,0,0,0,1,2
13651,orhanatl231,Person,0,0,2,0,23
13652,brahimtekgz9,Other,0,0,0,0,0
13653,aslanaslan29,Other,1,0,0,0,1
13654,sami_guzel99,Other,0,0,0,0,3
13655,kemalkucur32,Other,0,0,0,0,0
13656,mardin_ihh,Other,1,0,0,0,2
13657,_fck0,Other,1,0,1,0,0
13658,resatulgul,Other,0,0,0,0,1
13659,ismailblgn01,Other,0,0,1,0,2
13660,hatayacsh,Other,0,0,2,6,27
13661,meryem96546313,Person,0,0,0,0,0
13662,divanebiri1,Other,0,0,0,0,0
13663,ilkantemurr,Other,0,0,0,0,1
13664,aperatiif,Other,0,0,0,0,0
13665,tekmanzob,Other,0,0,0,0,5
13666,fuckerfuckara62,Other,0,0,0,0,2
13667,atsiz1516,Other,1,0,0,5,26
13668,akpartiyavuzeli,Govermental,0,0,0,1,10
13669,menemensiz,Other,0,0,0,0,1
13670,rayifoglu,Other,0,0,0,0,0
13671,kymeltem,Other,0,0,0,0,0
13672,dfatih571,Person,0,0,0,1,1
13673,konyaidmanyurdu,Other,0,1,2,0,3
13674,bennagulmez,Other,0,0,0,0,0
13675,eternal67891234,Other,0,0,1,0,31
13676,serap71002824,Other,0,0,0,2,1
13677,omerov17,Person,0,0,1,0,7
13678,gizemdogann03,Person,0,0,1,0,8
13679,mihri_ays,Other,0,0,1,0,0
13680,asumanan1,Other,0,0,1,0,1
13681,dnzcyhtmr,Other,0,0,1,0,0
13682,fatihcakir66,Person,0,0,1,0,0
13683,hayatvarrrrr,Media,0,0,0,0,1
13684,sergiomach,Other,1,0,4,1,38
13685,metin_senturk,Other,0,0,4,36,1138
13686,sehitseker,Other,0,0,0,0,0
13687,cerenturgutum,Person,0,0,2,15,30
13688,ikoyres,Other,0,0,1,0,0
13689,drsacculus,Other,0,0,0,0,0
13690,gulshenkarim,Other,0,1,0,4,7
13691,kinacilarberkay,Other,0,0,0,0,3
13692,umit1k,Other,1,0,1,0,0
13693,firodelossantos,Other,0,1,0,4,2
13694,34macera34,Other,0,0,0,0,0
13695,asliokudan,Other,0,0,0,0,0
13696,fenerinpesinden,Other,0,0,0,0,0
13697,mmkorana,Other,0,0,0,1,0
13698,msensari,Other,0,0,0,0,0
13699,chematierra,Other,0,1,5,255,361
13700,slma4646,Other,0,0,0,2,6
13701,recai_genc,Other,0,0,1,0,3
13702,kadiruguz,Other,0,0,0,0,0
13703,aarslankan,Other,0,0,0,0,0
13704,azadissi,Other,0,0,1,0,78
13705,sumermemo,Other,0,0,0,0,2
13706,akkusadasi,Other,0,0,0,2,7
13707,maryam0335363,Other,0,1,0,1,1
13708,trgyzynp,Other,1,0,0,0,7
13709,sllla_s,Other,0,0,0,0,1
13710,galipcanbay,Person,0,0,0,0,0
13711,karakeciliinan,Other,0,0,1,0,3
13712,isletmep,Other,0,0,0,3,11
13713,omersari_,Person,0,0,0,0,0
13714,bablyonxd,Other,0,1,0,0,0
13715,melkoseoglu,Other,0,0,0,0,3
13716,maltepeakparti,Govermental,1,0,1,17,32
13717,megasair,Other,0,0,1,0,4
13718,esarikaya_gezi,Other,1,0,1,0,1
13719,uedascomtr,Other,0,0,0,1,10
13720,sametyilmaaz,Other,0,0,0,0,6
13721,ecakmakci,Other,0,0,0,0,0
13722,asilhanarslan23,Other,1,0,7,14,133
13723,panikyok2,Other,0,0,0,0,1
13724,ruyaa025,Other,0,1,0,0,0
13725,hasipciydew,Other,0,0,1,0,6
13726,yilmaztas632,Other,0,0,1,0,3
13727,ksiltu,Other,0,0,0,0,0
13728,rodezyan,Other,0,0,0,0,0
13729,bossykamal2,Other,0,0,0,0,1
13730,aliturhan90,Person,0,0,0,0,4
13731,hamdi52525252,Other,0,0,0,0,0
13732,selmanyansit,Other,0,0,1,0,0
13733,tumsiadmus,Other,0,0,0,2,26
13734,sevdanozlendi,Other,0,1,1,0,2
13735,alku438,Other,0,0,0,0,1
13736,zeki_kaptanbjk,Other,0,0,0,0,0
13737,dogan_summer,Other,0,0,0,0,0
13738,cakaroglusemra,Other,0,0,0,0,2
13739,hacer34_61,Other,0,1,0,2,3
13740,iboteknik,Other,0,0,0,0,0
13741,gorappo,Other,0,0,0,0,1
13742,korhankoray,Person,0,0,0,0,5
13743,merve_andic0149,Person,0,0,0,0,0
13744,emreilknurr,Person,1,0,0,0,2
13745,birligioem,Other,0,1,0,4,7
13746,aalcu1989,Other,0,0,0,0,1
13747,noyanerdim,Other,0,0,0,0,7
13748,lezlicav,Other,1,0,0,0,1
13749,dewrim_mka,Other,0,0,0,0,4
13750,akkadinkayseri,Other,0,0,0,3,19
13751,happyman1881,Other,1,0,0,2,3
13752,sefer_akkoyun,Person,0,0,0,0,2
13753,serra_hs,Other,0,0,0,0,1
13754,cihad_al,Other,0,0,1,0,16
13755,baris_oruc,Other,1,0,2,0,8
13756,cembercimurat,Person,0,0,0,2,14
13757,tuncayyilmaz01,Other,0,0,0,0,1
13758,kitapdn99871857,Other,0,0,0,0,0
13759,alyaktk,Other,0,0,1,0,0
13760,ceyhan_ulus,Other,0,1,2,121,240
13761,ayhanbenlice,Other,1,0,0,1,19
13762,_turkiyem_gs_,Other,0,0,0,1,3
13763,nilufer_gm,Other,0,0,0,0,10
13764,depremikaz,Earthquake,0,0,1,0,0
13765,veysipb,Other,0,0,0,0,0
13766,kidemliyikik,Other,0,0,0,0,0
13767,dizzyalpha,Other,0,0,0,0,0
13768,kemalcirit,Other,0,0,1,2,13
13769,mehmeta11880292,Person,0,0,0,0,0
13770,mehsibey,Other,0,0,2,0,2
13771,mecitfer,Other,0,0,0,0,0
13772,umutbabasi,Person,0,0,0,0,1
13773,kaptanoglumurat,Person,0,0,0,0,1
13774,benmoykum,Other,0,0,0,0,0
13775,rize_gsb,Other,0,0,0,1,5
13776,omrecan_,Person,1,0,0,0,7
13777,aslanfatih36,Person,0,0,1,0,0
13778,siyarkurecik,Other,0,0,0,0,0
13779,crazyleader61dk,Other,0,0,0,0,0
13780,shnilker,Other,0,0,0,0,0
13781,cemilekurt1975,Other,0,0,0,0,1
13782,kizilkayabld,Govermental,1,0,0,2,1
13783,mustafaabaciii,Person,0,0,0,0,1
13784,kskrckbg,Other,0,0,0,0,1
13785,turkidare,Other,0,1,0,4,41
13786,husnuferr,Other,0,0,0,5,8
13787,belediye51,Govermental,0,0,4,12,372
13788,elmuhyiddin,Other,0,0,0,0,3
13789,raptiyemedya,Media,0,0,1,1,1
13790,damatold,Other,0,0,0,0,4
13791,cvkkkkkk,Other,0,0,1,0,1
13792,cwenny54,Other,0,0,0,0,0
13793,fs_1907,Other,0,0,0,0,0
13794,mehmetseriforuc,Person,0,0,0,0,0
13795,hknzqrr,Other,0,0,1,0,1
13796,sehmusaslan71,Other,0,0,0,0,1
13797,unibjkordu,Institutional,0,0,1,1,22
13798,huseyinozdmrrrr,Other,0,0,0,0,4
13799,nevsehir_bel,Other,0,0,5,25,475
13800,emircan49881933,Person,0,0,0,0,0
13801,alparslan_80,Other,0,0,1,0,0
13802,bullsofutg,Other,0,0,0,7,15
13803,sefer07524514,Person,0,0,0,0,1
13804,bariscenkakkaya,Other,0,1,0,19,37
13805,avmehmetuyar,Person,1,0,0,0,2
13806,subasibld,Govermental,1,0,0,2,2
13807,ssalihoglu,Person,0,0,0,0,0
13808,oguzhnural,Other,0,0,3,0,9
13809,_cizeryazar_,Other,0,0,2,0,7
13810,uozguler,Other,0,0,0,0,1
13811,zeykiox,Other,0,1,2,0,5
13812,afetegitim,Other,0,0,0,2,2
13813,sedat571,Other,1,0,1,0,0
13814,mehmety44231666,Person,1,0,3,1,34
13815,kasimkaradas,Other,0,0,1,0,2
13816,omerkrkcc,Person,0,1,0,0,0
13817,gencsaadet53,Other,0,0,0,1,7
13818,ayseucar5,Other,0,0,2,3,30
13819,aklinmibilemedi,Other,0,0,0,3,5
13820,cleaver_34,Other,0,0,0,0,0
13821,ekremkargul,Other,0,0,0,0,0
13822,hasanguvenir,Other,0,0,0,3,13
13823,aydinkse,Other,0,0,0,0,1
13824,cihat17265867,Other,0,0,1,0,0
13825,catnewsde,Media,1,0,6,52,67
13826,halk_gercek,Other,0,0,0,0,0
13827,ziyagokcin,Other,0,1,0,6,18
13828,c_emsettin,Other,0,0,0,1,3
13829,eyupbelediyesi,Govermental,0,0,0,4,38
13830,unal_eyl_clk,Other,0,0,0,0,0
13831,unigue46,Institutional,0,0,0,0,0
13832,gazeteci_cagla,Media,0,0,0,0,12
13833,inciomer21,Person,0,0,0,0,1
13834,erdgg_ee,Other,0,0,1,0,2
13835,ilyspmk,Other,0,0,0,0,0
13836,muhalifseyyah1,Person,0,1,3,27,146
13837,mertmercann,Person,0,0,0,0,0
13838,slhttn_dmrts,Other,0,0,3,1,4
13839,ozgencf,Other,0,0,0,0,1
13840,kadohdp,Other,0,0,0,0,1
13841,mnukrom,Other,0,0,1,0,2
13842,ezo_cannn,Person,0,0,0,0,1
13843,temocinn2,Other,0,0,0,0,6
13844,munevverksck,Other,0,0,0,1,10
13845,vesonnokta,Media,0,0,1,0,1
13846,sarlokholmsss,Other,0,0,1,0,0
13847,sinanelebi2,Other,0,0,1,0,2
13848,dkmitra,Other,0,0,0,0,0
13849,mrv_yyildirim,Other,0,0,0,0,2
13850,cns1by2,Other,1,0,0,3,14
13851,maviiii61,Other,1,0,1,0,2
13852,ismailcolak1905,Other,0,0,1,0,3
13853,okuhareketim,Other,0,1,0,3,9
13854,zafrsntrk_1905,Other,0,0,0,0,0
13855,nightbend,Other,0,1,0,3,6
13856,senayakkar,Other,0,0,0,0,0
13857,firdevsl,Other,0,0,0,0,2
13858,bedoaxu,Other,0,0,0,0,1
13859,muhsin0648,Other,0,0,1,14,113
13860,aslanavsarbey,Other,1,0,0,0,4
13861,karashey1,Other,0,0,0,0,2
13862,sn_cok,Other,0,0,0,0,0
13863,topsakal01,Other,0,0,0,0,0
13864,ayvacik17_mem,Other,0,0,0,3,7
13865,sallehpaul,Other,0,0,0,0,2
13866,yorgundurgun28,Other,1,0,0,0,1
13867,mhmtokdm,Other,0,0,1,0,1
13868,oguzzyaman,Other,0,0,0,0,1
13869,destan_84,Other,0,0,0,0,1
13870,marjinal,Other,0,0,0,0,0
13871,rmznozknn,Other,0,0,2,0,1
13872,akin_1903,Other,0,0,0,0,0
13873,oztrk_serhat16,Other,0,0,0,0,0
13874,oktayincee,Other,0,0,0,0,0
13875,musiadagri,Other,0,0,0,6,13
13876,p_andalice,Person,0,0,0,0,5
13877,enishemed,Other,0,0,0,0,5
13878,rizemem,Other,0,0,1,2,23
13879,harunbirinci,Other,0,0,0,0,0
13880,ornekemre31,Person,0,0,1,0,1
13881,sehitkamilbel,Other,0,0,0,21,52
13882,bahargencoll,Other,0,0,0,0,0
13883,hercan1903,Person,0,0,0,0,0
13884,baytogi79,Other,0,0,0,0,1
13885,gokhankayili,Other,0,0,0,0,12
13886,iremersyyy,Person,0,0,0,0,2
13887,omer_san,Person,0,0,0,1,0
13888,guzeluzeyir,Other,0,0,1,0,1
13889,ahmetburakbas,Person,0,1,2,17,43
13890,1903mardin,Other,0,0,0,0,1
13891,tgyboy37,Other,0,0,0,0,0
13892,cmnft,Other,0,0,1,0,0
13893,catseyyar_,Other,0,0,0,0,0
13894,alipusati,Person,0,0,0,0,0
13895,1olozeren,Other,0,0,0,0,0
13896,hasanyctrk,Other,0,0,1,0,1
13897,numann85,Other,0,0,0,0,3
13898,blenteyboglu1,Other,0,0,0,0,5
13899,esratellioglu,Person,0,0,0,0,0
13900,suhedakayhan,Other,0,0,2,0,10
13901,semsett30210350,Other,0,0,0,0,0
13902,esperanzaturk,Other,0,0,0,0,4
13903,89_ilknur,Other,0,0,1,0,1
13904,49ninova,Other,0,1,12,9,54
13905,ruhuanadolu,Other,0,0,0,0,1
13906,salmanmorgoth,Other,0,0,0,0,0
13907,akkdnmrkzefendi,Person,1,0,0,4,13
13908,adanatugsav,Other,0,0,0,8,20
13909,serhatbecel,Person,0,0,0,1,8
13910,alpagov,Govermental,0,0,1,0,1
13911,ulusalkesifsar,Other,0,0,0,5,8
13912,meteordont,Other,0,0,0,0,0
13913,dervahhh,Other,0,0,0,0,1
13914,selamia46318685,Other,0,0,0,0,0
13915,volkansiniko,Other,0,0,0,0,0
13916,beher_gn,Other,0,0,3,0,4
13917,avumutgndz1,Person,0,0,0,0,2
13918,nurtenyavuz2408,Other,0,0,3,0,10
13919,alikunt13,Person,1,0,0,0,1
13920,karsi_dusunce,Other,0,0,0,0,0
13921,akpartialiaga,Govermental,1,0,0,1,1
13922,memcerfunda,Other,0,0,0,0,0
13923,azatutku12345,Other,0,0,0,0,0
13924,cllcngiz,Other,0,0,0,0,1
13925,aseker16,Other,0,0,0,0,0
13926,rado3434,Other,0,1,16,223,711
13927,mgu1905,Other,0,0,0,0,1
13928,firatkaya721,Other,1,0,0,0,2
13929,voltran_2,Other,0,1,0,0,2
13930,sekerissen,Other,1,0,3,11,28
13931,proprioceptive,Other,0,0,0,0,0
13932,yldrmali27,Person,0,1,0,0,0
13933,sumoffline,Other,0,0,1,0,2
13934,ayse_dmrykc,Other,0,0,0,0,2
13935,ismetaltuner,Other,0,0,1,0,0
13936,mesutiskk,Other,0,0,2,0,3
13937,bugra_1925,Other,0,0,1,0,0
13938,_meral_dzk_,Other,0,0,1,1,13
13939,angerblade,Other,0,0,0,0,0
13940,erselurganci,Other,0,0,0,0,0
13941,kubbrasaahin,Other,0,0,0,0,1
13942,berkturkerdnmz,Other,0,0,0,1,1
13943,cubukkamil,Other,0,1,0,0,2
13944,ilayda_cankat,Person,0,0,0,0,0
13945,heyhatttt,Other,0,0,1,0,1
13946,snahmetkaya,Person,1,0,0,0,3
13947,envarural,Other,0,0,0,0,2
13948,elbetbirgun011,Other,0,1,1,2,12
13949,legendebru1,Other,0,0,0,0,0
13950,61_6trabzonspor,Other,0,0,0,0,0
13951,erdemhsyn,Other,0,0,0,0,1
13952,insaat_dunyasi,Other,1,0,0,2,4
13953,meryiittekin3,Other,0,0,0,0,6
13954,akrepasena,Other,0,0,1,0,1
13955,kadriyeozc,Other,0,0,0,0,0
13956,akgenclik39,Other,1,0,0,3,4
13957,dilek__rte,Other,0,0,2,1,4
13958,alperhanakts,Other,0,0,1,0,0
13959,nikimyokumasana,Other,0,0,0,0,0
13960,06_weysel,Other,0,0,0,0,3
13961,evvelvatan,Other,0,0,0,0,1
13962,glsvmtekeli,Other,0,0,0,0,0
13963,osmankaymk,Other,0,0,3,32,344
13964,ahmethamou,Person,0,0,0,2,36
13965,bozenli,Other,0,0,0,0,0
13966,banudamli,Other,0,0,0,0,0
13967,1453_alaf,Other,0,0,0,0,2
13968,07_handan,Other,0,0,0,0,0
13969,ozhanoffical,Other,0,0,1,0,1
13970,uzunkoprumc,Other,0,1,0,0,1
13971,hamzaoztrrk,Other,0,0,0,0,11
13972,serra_elisa12,Other,0,0,0,0,0
13973,uygartskrn,Other,0,0,0,0,0
13974,ky27_,Other,0,0,0,1,6
13975,gamzegmzzn,Person,0,0,1,0,1
13976,nht958,Other,0,0,0,0,0
13977,leydi_diren,Other,0,0,1,0,2
13978,srdraytkn,Other,1,0,0,1,7
13979,szmtygn,Other,1,0,0,1,12
13980,kay4buraak,Other,0,0,0,0,2
13981,burhankork,Other,0,0,0,0,0
13982,depremvakfi,Earthquake,1,0,0,0,2
13983,vedatgul01,Other,0,0,1,0,0
13984,spxtr_,Other,0,0,0,0,0
13985,potukoglu18,Other,0,0,0,0,3
13986,kepezbeltr,Govermental,1,0,0,0,9
13987,galatasaray_deu,Other,0,0,1,0,2
13988,farukerenadana,Other,0,0,1,5,49
13989,cansertelorj,Person,0,0,0,0,3
13990,naziasharif_,Other,0,0,0,0,1
13991,banukartalkahr1,Other,0,0,0,0,1
13992,psmam0,Other,0,0,0,0,0
13993,mervekbkc83,Person,0,0,0,0,0
13994,zahiddanis,Other,0,0,1,0,2
13995,cetin_karabiyik,Other,0,0,0,4,8
13996,sercanguler97,Person,0,0,0,1,2
13997,_onurkurt,Person,0,0,0,0,0
13998,esk_kentkonseyi,Other,1,0,1,1,9
13999,halildem3,Person,0,0,0,0,1
14000,kagithanebeltr,Govermental,0,0,10,30,114
14001,hikmetkocaman1,Other,0,1,6,24,75
14002,akkadingungoren,Other,0,0,0,12,19
14003,vadafonpark,Other,0,0,0,0,0
14004,huseyin_dmrkrn,Other,1,0,0,5,22
14005,mustafa_fisek,Person,0,0,1,5,3
14006,ersin_kit,Other,0,0,0,0,3
14007,onurlufener,Person,0,0,0,0,0
14008,twiitkonya,Other,0,0,0,0,4
14009,eczaci_nilgun,Other,0,0,1,0,1
14010,baranhelinn,Other,0,0,0,0,2
14011,ecemiraytoprak1,Person,0,0,0,0,0
14012,bulentkucukgul,Other,0,0,0,0,6
14013,vincennt,Other,0,0,0,1,1
14014,sabihabutik,Other,0,0,0,0,2
14015,husnusozuan,Other,0,0,0,0,0
14016,laaadom,Other,0,0,1,0,3
14017,atanamayanpost1,Other,0,0,0,2,2
14018,engincicek61,Other,1,0,0,0,4
14019,uble5,Other,0,0,0,0,0
14020,darga_serdar,Other,0,0,0,0,0
14021,kelimeharfnokta,Other,0,0,0,0,0
14022,buz_parmak,Other,0,0,0,0,0
14023,ekremnder4,Other,0,0,0,0,0
14024,goldpilot83,Other,0,0,2,0,11
14025,hertog27,Other,0,0,0,1,0
14026,nyhercules,Other,0,0,0,0,1
14027,karamuk05,Other,0,0,1,0,1
14028,hayrullaharvasi,Other,0,0,0,0,2
14029,yoromodofoko,Other,0,0,0,0,1
14030,hurgenarel,Other,0,0,1,0,2
14031,frhteski,Other,1,0,0,0,0
14032,onurmetins,Person,1,0,0,1,3
14033,celikayti,Other,1,0,0,0,0
14034,guccikjeiiberg,Other,0,0,1,0,1
14035,fuatatas73,Other,0,0,0,0,1
14036,danieledann1,Other,1,0,2,12,12
14037,yldrmmete44,Other,0,0,1,0,1
14038,halitkiraz,Person,1,0,0,0,2
14039,gogoli026,Other,0,0,0,0,0
14040,tuzlub,Other,0,0,1,0,1
14041,peksayilir,Other,0,0,0,0,0
14042,araktine,Other,0,0,0,0,1
14043,bayramarici25,Other,0,0,0,0,2
14044,enessedatatar,Person,0,0,1,0,0
14045,gkceayy,Other,0,0,0,0,0
14046,necmettin_bilal,Other,0,0,2,0,1
14047,mehmetgunal01,Person,0,0,1,1,0
14048,lovelorndy,Other,0,0,0,0,0
14049,farukhesap,Other,0,0,2,1,9
14050,salihhcetin,Person,0,0,0,0,2
14051,ismad_44,Other,0,0,0,6,14
14052,mehmetk08581336,Person,0,0,0,0,0
14053,zbeydevrguncu,Other,0,0,0,0,1
14054,yavuzlar06,Other,0,0,0,0,0
14055,fatmakilinc47,Other,0,0,1,0,7
14056,edardc_ea,Other,0,0,1,0,2
14057,ebsistanbul1,Other,0,0,0,0,8
14058,demirkiranahmed,Other,0,0,0,0,0
14059,bogaziciterkk,Other,0,0,2,0,3
14060,akgul40,Other,0,0,0,0,1
14061,emindemir56,Other,0,0,0,0,2
