Id,Label,Category,#photos,#videos,#replies,#retweets,#likes
3535,li_19gndgn07,Other,0,0,0,14,14
3536,cakirgonca,Other,0,0,0,0,1
3537,fatullayevaa,Other,1,0,0,0,0
3538,atakansavran,Other,0,0,0,0,6
3539,tuna21_,Other,1,0,0,0,0
3540,mehmet_fatih_y,Person,1,0,0,0,9
3541,cemalgokgoz,Other,0,0,0,0,1
3542,antikitle,Other,0,0,0,0,0
3543,nuranay,Other,1,0,0,0,2
3544,murathalukoncel,Person,0,0,0,0,0
3545,skocabicak,Other,1,0,1,80,94
3546,sayimmadak,Other,1,0,1,45,164
3547,ertas_brk,Other,1,0,0,0,4
3548,degisikim,Other,0,0,0,0,0
3549,elifdal_1903,Person,0,0,0,0,1
3550,nyc1923,Other,1,0,0,0,0
3551,yasareryilmaz,Other,0,0,0,0,0
3552,doganbey4206,Other,0,0,0,0,0
3553,uyanzuhal,Other,0,0,1,25,17
3554,who98408150,Other,0,0,0,8,114
3555,mavzer36,Other,0,0,0,0,0
3556,necdetz8,Other,0,0,0,0,0
3557,konubasketbol,Other,0,0,0,3,3
3558,hll_yildrm,Other,0,0,0,0,0
3559,zerennews,Media,1,0,0,0,1
3560,jamilalieff,Person,0,0,0,1,17
3561,cihatbiba,Other,0,0,0,0,0
3562,armaganzenginn,Other,0,1,1,4,10
3563,altunnazar,Other,0,0,0,0,0
3564,akdavasultanlar,Other,0,0,0,13,15
3565,acarulke,Other,0,0,0,0,0
3566,samsa_44,Other,0,0,0,0,0
3567,giyasettineyp,Other,1,0,0,1,4
3568,_dreamcatcher_9,Other,0,0,0,0,2
3569,darabakircioglu,Other,0,0,0,0,15
3570,metolurji_,Other,1,0,0,0,1
3571,mehmetgurer1978,Person,0,0,0,0,0
3572,hndyrdmci,Other,0,0,1,3,14
3573,rahmank17318694,Other,1,0,0,1,8
3574,ofsc25,Other,1,0,0,0,1
3575,borsamatik,Other,0,0,0,0,1
3576,siyasideist,Other,0,1,0,0,3
3577,muratus20323882,Person,0,0,0,0,0
3578,mesanazir,Other,0,0,0,0,1
3579,lasiadorg,Other,1,0,0,0,5
3580,hayvanavukati,Other,0,0,0,0,3
3581,mutlugrler,Other,0,0,0,0,3
3582,sevdakolukisa,Other,0,0,0,0,2
3583,officialorhan69,Person,0,0,0,1,53
3584,zikriozbek,Other,0,0,0,1,4
3585,mustafademirbsb,Institutional,1,0,0,3,37
3586,afad_adana,Institutional,0,1,0,17,33
3587,ayasofya34_,Other,0,0,0,0,7
3588,hesefikibinyir1,Other,0,0,0,0,2
3589,ali_ilbas,Person,0,0,0,9,66
3590,hooliganhayat,Other,0,0,0,0,2
3591,nuranis43644071,Other,1,0,0,0,6
3592,alisergencali,Person,1,0,0,0,0
3593,1turhanmete,Other,0,0,0,0,1
3594,aggunay,Other,0,0,1,0,2
3595,akbaba0127,Other,0,1,0,0,8
3596,capulcu_ihtiyar,Other,1,0,0,3,4
3597,sezenokuraltnr,Other,0,0,0,0,6
3598,mayda_edgu,Other,0,0,0,0,5
3599,gesserittwitch,Other,0,0,0,0,1
3600,yasertopaloglu,Other,1,0,0,0,5
3601,nzmyksr,Other,0,0,0,0,3
3602,smraltinis,Other,0,0,0,0,0
3603,huseynoloji,Other,1,0,0,0,4
3604,ayse5356,Other,1,0,0,0,7
3605,snyaltg,Other,0,0,0,0,0
3606,sltrk19,Other,1,0,0,0,3
3607,emrahaydin6516,Other,1,0,0,10,11
3608,byega,Other,0,0,0,3,10
3609,sondur_ozcan,Person,0,0,0,2,5
3610,neptunungemisi,Other,0,0,0,0,0
3611,yunus_rnaoglu,Person,1,0,0,0,1
3612,frknycl51,Other,1,0,0,0,1
3613,ertugrul_mg,Other,0,0,0,2,9
3614,kayaismail80,Other,0,0,0,7,67
3615,antalyauniak,Institutional,0,0,0,1,2
3616,the_ozmen,Other,0,0,0,0,0
3617,sezginyilmazlar,Person,1,0,0,0,0
3618,lcalsla,Other,0,0,1,0,0
3619,antalya_gm,Other,1,0,0,0,6
3620,h0yrat,Other,0,0,0,0,0
3621,alpagoo1,Other,0,0,0,0,1
3622,farukdnc,Other,0,0,1,2,19
3623,mehmets38283777,Person,0,0,0,0,0
3624,mirimisss,Other,0,0,0,0,1
3625,hilmialperoz,Other,0,0,0,0,0
3626,gabarscorpions,Other,0,0,0,0,1
3627,thrtnri,Other,0,0,0,0,0
3628,06nrdn,Other,0,0,0,0,3
3629,ilyasyaliniz23,Person,0,0,0,1,46
3630,aysegul_kaban,Other,1,0,0,1,23
3631,defnekoryurek,Other,0,0,0,1,2
3632,meramanadolu42,Other,0,0,0,0,2
3633,gzelgz,Other,0,0,0,1,4
3634,belinaydag_35,Other,0,0,0,1,6
3635,emlakpencerem,Other,1,0,0,2,1
3636,fatihyurdagul57,Person,0,0,0,0,1
3637,sinanif52795643,Other,0,0,0,0,1
3638,orjinalrizeli,Other,0,0,0,0,1
3639,uijiah,Other,1,0,0,1,1
3640,rdvan12884883,Other,0,0,0,0,0
3641,mkarayazi,Other,0,0,1,0,2
3642,aslunal87,Other,0,0,0,0,0
3643,gokhan_kolanci,Other,0,0,0,1,1
3644,whayrau,Other,0,0,0,0,0
3645,nusretyurtman,Other,1,0,0,0,0
3646,akkadinaksehir,Other,1,0,0,3,7
3647,erdmaydogan,Other,0,0,0,0,0
3648,akpartispb_27,Govermental,1,0,0,1,12
3649,yrktmn01,Other,0,0,0,0,0
3650,menfur8,Other,1,0,0,0,0
3651,jemcem9,Other,0,0,0,0,0
3652,erldrd,Other,0,0,0,0,0
3653,tamerryilmazz,Other,0,0,0,0,0
3654,edayazbasii,Other,0,0,0,0,2
3655,funda_pozukcu,Other,0,0,0,0,0
3656,uzmantamer,Other,0,0,0,0,0
3657,tuncaysener,Other,0,0,0,0,0
3658,ozkangrb,Other,1,0,0,1,2
3659,ercanmatta,Person,0,0,0,1,3
3660,sinemsineem3,Other,1,0,0,0,0
3661,atayurtaltay,Other,1,0,0,0,1
3662,erdom_12,Other,0,0,0,0,0
3663,ferhatersin,Other,0,0,0,1,10
3664,klferidun,Other,1,0,0,20,78
3665,metincakmakk,Other,1,0,0,0,1
3666,adiyamankzly,Other,1,0,0,0,6
3667,aksoyokt,Other,1,0,0,0,0
3668,mcahit68510072,Other,1,0,0,7,17
3669,merveokmen1907,Person,1,0,0,6,6
3670,yusuf_karabulut,Person,1,0,0,1,18
3671,muzaffe62359388,Other,1,0,0,0,1
3672,hzomercamii,Person,0,1,0,0,0
3673,fatmapamuktufan,Other,0,0,0,1,10
3674,burhanvan,Other,1,0,0,0,1
3675,feneristcom,Other,0,0,0,40,699
3676,erenmehmet42,Person,1,0,0,0,2
3677,aliuzun63,Person,1,0,0,0,7
3678,dpayalan,Other,0,0,0,0,0
3679,esofmanliihocaa,Other,0,0,0,0,11
3680,yenihaberweb,Media,0,0,0,0,0
3681,miknatis3,Other,0,0,0,0,0
3682,bitlis_ydo,Other,1,0,0,2,12
3683,ertantoprakk,Other,1,0,0,0,0
3684,murathoaf5,Person,1,0,0,0,0
3685,alper69727061,Other,0,0,0,0,0
3686,bekirdemiroz34,Other,0,0,0,0,3
3687,haydarkocak06,Other,0,0,0,0,1
3688,gkurus,Other,0,0,0,0,1
3689,amatorsipsakci,Other,0,0,0,0,4
3690,aligazioglu01,Person,0,0,0,0,1
3691,engincevirgen,Other,0,0,0,1,2
3692,geceyiaydinlat,Person,0,0,0,0,0
3693,cevizci7619,Other,0,0,0,0,0
3694,salih_k76,Person,0,1,0,0,1
3695,nonofyourbuz,Other,0,0,0,0,2
3696,isaaahishali1,Person,0,0,0,0,1
3697,zerdesht9,Other,0,0,0,0,0
3698,mfurkan_gunes,Person,0,0,0,0,0
3699,glsnz1,Other,1,0,2,52,145
3700,sondakika02com,Media,0,0,0,0,1
3701,serapcnk,Other,0,0,0,0,2
3702,muratburak1976,Person,0,0,0,0,0
3703,ouzhan70697532,Other,0,0,0,0,0
3704,serifmehmet1,Person,0,0,0,0,0
3705,sezayi_bsm,Other,0,0,0,0,1
3706,dincerdinc01,Other,1,0,0,9,41
3707,kamandaroglu,Other,0,0,0,0,1
3708,trtkurditv,Media,1,0,0,1,0
3709,cieloycoche,Other,1,0,0,0,0
3710,yasasininsanlik,Other,1,0,1,2,29
3711,erkansalman0766,Other,1,0,0,0,3
3712,iremm_zey,Person,1,0,0,0,9
3713,macitbay,Other,1,0,0,1,3
3714,mtu_ozaledu,Institutional,0,1,0,9,22
3715,mimyemreozdemir,Person,1,0,0,19,32
3716,mucahitcan58,Person,1,0,3,1,24
3717,konyameramiho,Other,0,0,0,1,5
3718,mustafa_yucelll,Person,1,0,0,0,13
3719,turkogluabidin,Other,0,0,0,0,1
3720,press_82,Other,0,0,0,2,7
3721,soylerbehlul,Other,0,0,0,0,1
3722,halittimursahin,Person,0,0,0,0,6
3723,nurozkanerbay,Other,1,0,10,10,117
3724,sehtazat47,Other,0,1,0,0,2
3725,tugransen,Other,1,0,0,0,2
3726,ayfonikseksmeks,Other,0,0,0,0,0
3727,oznuryz_gs,Person,0,0,0,0,0
3728,surbdci,Other,0,0,0,0,0
3729,cocuklukaskim1,Other,1,0,1,2,18
3730,meryemravza3,Person,0,0,0,0,1
3731,isgue,Other,1,0,0,0,0
3732,caydn33,Other,0,0,0,1,3
3733,merttsaydam,Person,1,0,0,0,1
3734,salay_erdem,Other,0,0,0,0,0
3735,ayesha_ssrahman,Other,0,0,0,0,1
3736,isabetlialimi,Person,0,0,0,0,0
3737,cbuotoplulugu,Other,0,0,0,1,16
3738,cengizoksuzoglu,Other,0,0,0,0,3
3739,meciiiiiit,Other,0,0,0,0,1
3740,10iloveyoualex,Other,0,0,0,0,2
3741,embiey42,Other,0,0,0,0,1
3742,tyaaaa35,Other,0,0,0,0,1
3743,abayramcik,Other,0,0,0,0,0
3744,srkbdr,Other,1,0,0,0,3
3745,fatma_hanl,Other,0,0,0,0,4
3746,gykkdere,Other,1,0,0,0,2
3747,orcun_yagmurlu,Other,0,0,0,0,1
3748,akinaslan23,Other,0,0,0,1,1
3749,no_mackolik,Other,1,0,0,0,6
3750,selcukkcoskun,Other,0,1,1,79,134
3751,evirigo,Other,1,0,0,0,2
3752,long_historyy,Other,0,0,0,0,0
3753,eemreunverr,Person,1,0,0,0,0
3754,ozekfatih,Person,1,0,0,0,22
3755,farisakgul,Other,0,0,0,4,46
3756,ilkerryavuzzz,Person,0,0,0,0,1
3757,melisayulia1,Other,0,0,0,0,15
3758,mukaddisg,Other,0,0,0,0,0
3759,buisinasli,Other,0,0,0,0,1
3760,emrekrdg,Person,0,0,0,0,0
3761,elifdbozada,Person,0,0,0,0,1
3762,haber365spor,Media,0,1,2,0,23
3763,cilgin_pilot01,Other,1,0,0,1,5
3764,smacit2011,Other,0,0,0,0,1
3765,coskunozcelik2,Other,0,0,0,0,3
3766,sametaday,Other,0,0,0,0,1
3767,tcizenel2,Other,0,0,0,0,1
3768,sttrikke,Other,0,0,0,0,0
3769,herseyimtihan_,Other,0,0,0,0,3
3770,hakankilicasla4,Other,0,0,0,0,3
3771,birhaydut,Other,0,0,0,0,0
3772,mehmet_satici27,Person,1,0,0,0,2
3773,lori50260701,Other,0,0,0,0,0
3774,omillioglu,Other,0,0,0,0,3
3775,westa711,Other,0,0,0,0,0
3776,kurratiayni,Other,1,0,0,0,2
3777,frkn_szr,Other,1,0,0,0,11
3778,gerginyurekk,Other,0,1,0,2,13
3779,evrimgs89,Other,1,0,0,2,10
3780,nilayirembilir,Person,0,1,1,2,12
3781,rcetin6743,Other,0,0,0,0,1
3782,alaattinsu,Other,1,0,0,2,6
3783,bozkurtalp66,Other,0,0,0,0,3
3784,ylmzbrcu,Other,0,0,1,1,5
3785,ersenors,Other,0,0,0,0,0
3786,ckucografya,Other,1,0,0,1,3
3787,burhanyalkzm,Other,0,0,0,0,0
3788,aktaycamehmet,Person,1,0,0,0,0
3789,odasurgup,Other,1,0,0,1,17
3790,cikollattta,Other,1,0,0,0,1
3791,umays,Other,0,0,0,0,2
3792,nursagman,Other,0,0,0,1,21
3793,eylul_okcu,Other,0,0,0,1,4
3794,yusufbicervan,Person,0,0,0,0,1
3795,anakaraanakara,Other,0,0,1,0,3
3796,mehmetizsrn,Person,0,0,0,0,10
3797,kerem_musazade,Other,0,0,0,0,1
3798,nurtenmetin25,Other,0,0,0,0,15
3799,theseav,Other,0,1,0,0,0
3800,marllborooooo,Other,0,0,0,0,0
3801,elasayin1907,Other,1,0,0,0,0
3802,cemtahsin,Other,1,0,2,25,53
3803,adlibrecords,Other,0,1,1,1,1
3804,hz_iba,Other,0,0,0,0,0
3805,7c5a643aa94540e,Other,0,0,0,0,0
3806,kilinccesraa,Person,1,0,0,0,1
3807,bydanyal58,Other,0,0,0,0,0
3808,zynplii,Other,0,0,0,0,0
3809,ciftcielif,Person,0,0,0,0,1
3810,kahinsepideh,Other,0,0,0,0,0
3811,tugbabd,Other,0,1,1,0,3
3812,ormanevimiz,Other,0,0,0,0,0
3813,olsuntakma,Other,0,0,0,0,1
3814,mustafaseher16,Person,0,0,0,2,4
3815,uurtepe10,Other,0,0,0,0,1
3816,bbakoglu53,Other,0,0,0,0,0
3817,ertugruldd,Other,0,0,0,1,2
3818,eylul_2071,Other,0,0,0,0,2
3819,gulaydmr07,Other,0,0,0,5,36
3820,tayfunc1905,Other,0,0,0,0,2
3821,_frihed_,Other,0,0,0,0,2
3822,gokcglcevk,Other,1,0,0,0,0
3823,mevlutaygul2,Other,1,0,0,0,4
3824,emremetiinn,Person,1,0,2,0,8
3825,dorakubrayildiz,Person,1,0,0,1,3
3826,doganismail,Other,0,1,0,0,0
3827,alibaykal1985,Person,0,0,0,0,0
3828,ercifethi,Other,1,0,0,7,21
3829,ahmetkeles2023,Person,1,0,0,0,3
3830,buket50613343,Other,1,0,0,0,4
3831,mehmetaktas9936,Person,0,0,0,1,1
3832,enzzodasul1,Other,0,1,0,1,0
3833,m_cvsgl,Other,0,0,0,0,0
3834,sarwankaka,Other,0,0,0,0,0
3835,leventcotuk,Other,1,0,0,0,3
3836,tc_sebaa,Other,0,0,0,0,1
3837,ouzhankaratagl1,Other,1,0,0,0,0
3838,foterliadammka,Other,0,0,0,0,3
3839,emre9360tkt,Person,1,0,0,0,0
3840,yasirdikmen,Other,0,0,0,0,2
3841,arpekel,Other,1,0,0,0,1
3842,cansaglam1903,Person,0,0,0,0,0
3843,emirhanazertr,Other,1,0,0,0,0
3844,missgenc,Other,0,0,0,0,2
3845,karizma7583,Other,0,0,0,0,0
3846,haydari62,Other,1,0,0,0,7
3847,anilbahar,Other,0,0,0,0,1
3848,920zeynep,Person,0,0,0,0,3
3849,sirincans,Person,0,0,0,0,2
3850,natalie_gutti,Person,0,0,0,0,0
3851,soncahilbukucu,Media,1,0,0,20,142
3852,ayazada13,Other,0,0,0,0,0
3853,ahmedpehlivan01,Other,1,0,0,0,5
3854,dogan_2743,Other,0,0,0,0,2
3855,tahacollak,Other,0,1,0,0,1
3856,otizmanofed,Other,1,0,0,1,1
3857,hercaidiziask,Other,0,0,0,0,1
3858,44_cavdar_44,Other,0,0,0,0,3
3859,ihsanbeyazbenli,Person,0,0,1,2,33
3860,e1f2m4,Other,1,0,0,0,7
3861,yahuditurk,Other,0,0,0,0,0
3862,ekonfederasyonu,Other,0,0,0,0,0
3863,yalcin_1711,Other,0,0,0,0,4
3864,hzmtnmttr,Other,1,0,1,62,194
3865,sk10cap,Other,0,0,0,0,4
3866,evetmuhendisim,Other,0,1,1,1,9
3867,10gun1907,Other,0,0,0,0,1
3868,tamayzeynep,Person,0,0,0,1,2
3869,dzfxas,Other,0,0,0,0,0
3870,rtedoktor,Other,1,0,0,2,4
3871,gokhannylmzz,Other,1,0,0,1,3
3872,piskevitkafa,Other,0,0,0,0,0
3873,fatih_adar36,Person,1,0,0,0,5
3874,ebrusimsek06,Other,0,0,0,0,6
3875,sedanurkavaklii,Other,0,0,0,0,2
3876,_teknikanaliz_,Person,1,0,0,0,2
3877,hakanonur39,Person,1,0,0,0,3
3878,aliegemen_01,Person,1,0,0,0,7
3879,pullu_ceket_,Other,1,0,7,58,922
3880,binbircuneyt,Other,0,0,1,1,1
3881,murulu_,Other,0,0,0,0,0
3882,mahrazoglu13,Other,0,0,0,0,0
3883,trafik_park,Other,1,0,0,0,9
3884,aiifettahoglu61,Other,1,0,0,0,1
3885,osmandemrz,Other,1,0,0,0,5
3886,coeng34,Other,0,0,0,0,2
3887,isabozkurt01,Other,1,0,0,11,38
3888,gizemm_cobann,Person,1,0,0,0,0
3889,seyityigittekin,Other,0,0,0,0,1
3890,frkclb35,Other,0,0,0,0,2
3891,bi_ugramadin,Other,0,0,0,1,5
3892,zeyneperisir,Person,0,0,0,0,2
3893,yasinncelebii,Other,0,0,0,1,4
3894,talha_yasir2011,Other,0,0,0,1,8
3895,insaatsektoru,Other,1,0,0,2,15
3896,islambunul,Other,0,1,0,17,34
3897,cueneytseker,Other,1,0,0,1,4
3898,fareastjp,Other,0,0,1,0,1
3899,esmerimmm1907,Other,1,0,0,0,1
3900,akliselim355,Other,1,0,0,0,0
3901,black_brn,Other,0,0,0,0,0
3902,bilogulmez,Other,0,0,1,0,0
3903,fenerli_erdo79,Other,0,0,0,0,3
3904,kgorgec,Other,0,0,1,0,4
3905,delitay90547688,Other,0,0,0,0,0
3906,buraksefakarak1,Person,0,0,1,0,4
3907,baran_ay0,Other,0,0,3,0,21
3908,aksoyfurkan4427,Person,0,0,0,2,3
3909,mustafaymn,Person,0,0,11,362,472
3910,mehmet_demir43,Person,0,0,0,0,0
3911,asli33508269,Other,0,0,1,0,0
3912,zulfuturan,Other,0,0,0,0,1
3913,lightworkeruzay,Other,0,0,0,0,3
3914,turkotuz7,Other,0,0,0,0,1
3915,muratsahin2023,Person,1,0,2,35,72
3916,ergunkoc10_koc,Other,1,0,0,0,0
3917,direjjmehmed,Other,1,0,0,1,3
3918,ebrubekar35,Other,0,0,0,0,0
3919,ayhangurler,Other,1,0,2,4,22
3920,berkzmly,Other,0,0,1,1,8
3921,tunc_yaz,Other,1,0,0,0,2
3922,asaletbakani,Govermental,0,0,0,0,0
3923,burakgarp,Person,0,0,0,0,3
3924,gamzebsktuzun,Person,1,0,0,0,2
3925,cinarcikli77,Other,0,0,0,0,0
3926,mustafa334158,Person,1,0,0,0,0
3927,maviilendiniz,Other,0,0,0,0,5
3928,huseyinkokbb,Other,0,0,0,0,2
3929,nrcncsgn,Other,0,0,0,0,0
3930,vatan14368065,Other,1,0,0,1,1
3931,mrtkrklk,Other,1,0,0,0,1
3932,oguzhanolgunn,Other,0,0,0,0,4
3933,asiyanmedresesi,Other,0,0,0,1,4
3934,cprcm83,Other,0,0,0,0,0
3935,mumukaptan,Other,0,0,1,0,0
3936,4k_gurcu,Other,0,0,0,0,0
3937,ferideretmen1,Other,1,0,0,0,2
3938,icaliskan1,Person,0,0,0,16,16
3939,tnr3448,Other,1,0,1,2,8
3940,fndblssnt,Other,0,0,0,1,10
3941,aslanbeymst,Other,0,0,0,0,0
3942,jmoguneymarmara,Other,1,0,0,0,3
3943,ozgursungu,Other,1,0,0,0,1
3944,onurgulerr,Person,0,0,0,0,2
3945,kaderya20,Other,0,0,0,1,1
3946,kizilayhaliliye,Institutional,1,0,3,33,345
3947,glerk93039449,Other,0,0,0,0,0
3948,kuruyemis46,Other,1,0,0,0,0
3949,izmir_kayra,Other,1,0,0,0,4
3950,celikoner,Other,0,1,0,0,1
3951,cngzzaydd,Other,0,0,0,0,0
3952,altanalpagu,Other,0,0,0,0,0
3953,enginnmrt,Other,0,0,0,0,2
3954,aydinaymurat,Person,0,0,0,0,2
3955,esndgn1,Other,0,0,0,5,44
3956,ugursabanli,Other,1,0,0,0,2
3957,makbule6134,Other,1,0,0,0,0
3958,kara_1,Other,0,0,0,0,0
3959,fenerbahce34601,Other,0,0,0,0,1
3960,elifxphlvn,Person,1,0,0,0,4
3961,nazimbostanci,Other,0,0,0,2,1
3962,mucahittatar1,Other,1,0,0,2,5
3963,hakanduman_1,Other,1,0,0,0,1
3964,belkigercektir,Other,0,0,0,0,2
3965,ssaintpottah,Other,1,0,1,0,1
3966,arftbrt,Other,0,0,0,1,1
3967,tlnksyri,Other,0,1,0,1,7
3968,zllktlr,Other,1,0,0,0,4
3969,mkevintafoya,Other,0,0,0,0,1
3970,muhammed3721,Person,0,0,0,1,6
3971,niksar_ghsim,Other,1,0,0,2,5
3972,pasif_agresif,Other,0,0,0,0,19
3973,girisimcilider,Other,0,0,0,0,3
3974,cyln_harun,Other,0,0,0,1,2
3975,recepmitayyip,Person,0,0,0,0,0
3976,bizburadayizzz,Other,0,0,1,13,7
3977,dr_kardiyo,Other,0,0,0,0,0
3978,d_akturk35,Other,0,0,0,0,0
3979,yulug_hamdi,Other,1,0,0,0,7
3980,ferhate88163297,Other,0,0,0,0,0
3981,f_a_t_i_h_54,Other,0,0,0,0,0
3982,gameofanything,Other,0,0,0,0,0
3983,olakmehmet5,Person,0,0,0,0,1
3984,zaitakgun,Other,0,1,0,14,68
3985,dizalsemsettin,Other,0,0,0,0,1
3986,zapzarko,Other,0,0,0,0,0
3987,ebirkulum,Other,0,0,0,0,0
3988,ankaradabaris,Other,1,0,0,0,0
3989,65_deli_dolu_65,Other,0,0,0,0,1
3990,hadiseee_,Other,0,0,11,0,59
3991,mrlksz2,Other,0,0,1,0,0
3992,osmantimbi,Other,0,0,0,0,2
3993,meri60095203,Other,0,0,0,0,0
3994,salihaslanel,Person,1,0,0,0,4
3995,agresif_polyana,Other,1,0,0,0,0
3996,mesutsizmazz,Other,1,0,0,2,18
3997,fyzllhkayas44,Other,1,0,0,0,10
3998,denizcimert53,Person,0,0,0,0,0
3999,turkhakani1453,Other,0,0,1,0,1
4000,tobiasstritzke,Other,0,0,0,0,7
4001,mustafaccann1,Person,0,0,0,7,16
4002,mesutmetindal11,Other,0,0,1,0,0
4003,mr_volkan,Other,0,0,0,0,0
4004,ysk34_,Other,0,0,0,0,6
4005,06vatanseverr06,Other,0,0,1,0,0
4006,a_ogzhn,Other,1,0,0,25,54
4007,emineavsar3880,Other,1,0,0,17,98
4008,fikri_takip,Other,0,0,0,0,0
4009,sallabasn,Other,0,0,1,0,2
4010,ipordugan47,Other,1,0,0,2,7
4011,nezihedemircan,Person,0,0,0,0,2
4012,emreekls__,Person,0,0,0,1,8
4013,fatihzingal,Person,1,0,2,13,102
4014,savass_kula,Other,0,0,0,0,0
4015,unlu1mustafa,Person,0,0,0,0,1
4016,kristapsporze87,Institutional,0,0,0,0,1
4017,es6762es,Other,0,0,0,0,0
4018,yuksekselin,Person,0,0,0,0,0
4019,ahmetkocglu9661,Person,0,0,0,0,0
4020,golden_nochuu,Other,0,0,0,0,2
4021,aeyyupogluu,Other,1,0,0,0,8
4022,yavvheey,Other,0,0,1,0,2
4023,atillayaris47,Other,1,0,0,0,8
4024,asimeri34,Other,0,0,0,0,3
4025,besyolu63,Other,0,0,0,0,0
4026,zeynaslan92,Other,1,0,0,0,3
4027,nefesinsesi,Person,0,0,1,2,3
4028,beran__01,Other,0,0,1,3,39
4029,boraozturk,Other,1,0,0,0,6
4030,nalbantyahya,Other,0,0,0,0,1
4031,satikadinkazan,Other,1,0,0,1,2
4032,mehmetfatih2023,Person,0,0,0,0,0
4033,iyiprtikomsyon_,Other,1,0,0,0,5
4034,seluk63421687,Other,1,0,0,0,0
4035,paradise_day,Other,1,0,1,1,25
4036,anka_1903,Other,1,0,0,0,1
4037,smpatkadam,Other,0,0,0,0,0
4038,gezenhoroz1,Other,0,0,0,0,0
4039,cagir_fatma35,Other,0,0,1,0,1
4040,irfankalafat,Other,0,0,0,0,1
4041,mstfcaliskanmm,Person,0,0,0,0,0
4042,aytekinucar01,Other,0,1,0,12,37
4043,aknc200799901,Other,1,0,0,1,4
4044,kayipzamaninizi,Other,0,0,0,0,0
4045,timebalkan_,Other,1,0,0,5,17
4046,vatan5151,Other,0,0,0,0,0
4047,asureee2,Other,1,0,1,0,1
4048,tantuuuni,Institutional,0,0,0,0,1
4049,h214713,Other,0,0,0,0,0
4050,kazimkorkmaz50,Other,1,0,0,2,22
4051,tolgaunal_,Other,1,0,0,1,4
4052,queenswiftix,Other,0,0,0,0,0
4053,ramazan_kral46,Other,1,0,0,1,5
4054,hdpmusaaydin,Other,1,0,0,2,16
4055,plutonluminik,Other,0,0,0,0,0
4056,cenk_vakti,Other,0,0,0,0,1
4057,meliskhn,Other,1,0,0,1,10
4058,gokmen_cicek_,Other,1,0,9,73,664
4059,mabozkurt06,Other,1,0,0,0,5
4060,denizoski,Person,0,0,0,3,11
4061,serkan_baspinar,Other,1,0,0,0,2
4062,goktugemrz,Other,0,0,0,0,0
4063,hakan_515,Other,0,0,0,0,1
4064,redblueexpert,Other,1,0,0,1,2
4065,silabozkurt48,Other,0,0,2,3,15
4066,ahmet_alpayci,Person,1,0,1,2,22
4067,pbaronu,Other,0,0,0,1,1
4068,efekopar1,Person,0,0,0,0,4
4069,berkantozel35,Other,0,0,0,0,0
4070,semanuratasoy2,Other,0,0,0,0,1
4071,prfmuratkaraman,Person,0,0,0,0,9
4072,o_zzlem,Other,0,0,0,0,0
4073,hakancelik87,Other,0,0,0,0,0
4074,sbatigun,Other,1,0,0,0,2
4075,nesimozcicek,Other,1,0,0,0,9
4076,aydo1abdulhamid,Other,1,0,0,0,15
4077,cihatakbey,Other,1,0,0,0,3
4078,onrknsr,Other,0,0,0,0,1
4079,ksondagli,Media,0,0,1,0,8
4080,mehmetgulcann,Person,0,0,0,0,0
4081,ebruuusahinoglu,Other,0,0,0,0,0
4082,brhmdrsn_9,Other,0,0,0,0,4
4083,mzffrgkdmr,Other,0,1,0,0,0
4084,yavasogulla,Other,1,0,6,40,42
4085,zedkit7,Other,0,0,0,0,0
4086,yuksekufuk,Other,0,0,0,0,0
4087,zey_mu,Other,0,1,0,0,3
4088,mrzlataner,Other,0,0,0,0,3
4089,aycakgul1,Other,0,0,0,0,9
4090,gunestoparl,Other,0,1,0,2,7
4091,gencrefahbursa,Other,1,0,0,1,12
4092,kkenantas,Other,1,0,0,4,22
4093,mehmetatabakar,Person,0,0,0,0,8
4094,bgmecepazarci,Person,0,0,0,0,1
4095,bastonlud,Other,0,0,0,1,0
4096,ilkyazmhnn,Other,0,0,0,0,0
4097,baharelloo,Other,0,0,0,0,1
4098,menajerilkay,Other,1,0,0,0,0
4099,abdurezak_ergl,Other,0,0,0,0,2
4100,muslumyldrmm,Other,1,0,0,0,0
4101,metin17bozkurt,Other,1,0,0,2,14
4102,mkucukyavuz,Other,0,0,0,0,0
4103,fatiharda06,Person,0,0,0,0,1
4104,haydarkyilmaz,Other,1,0,0,0,0
4105,asenturk0669,Other,0,0,0,0,2
4106,maltepeakgenc,Other,1,0,0,1,2
4107,ihsanzanyar,Person,0,0,0,0,0
4108,sakirerolgaztci,Person,1,0,0,0,6
4109,kocaermehmet,Person,1,0,0,1,1
4110,ygogsu,Other,0,0,0,0,1
4111,dogu_veli,Other,1,0,0,0,5
4112,zehraan85365959,Other,1,0,0,0,0
4113,besleyicicemal,Other,1,0,0,0,5
4114,osmanlkz44,Other,0,0,0,0,0
4115,savastulgar,Other,0,0,0,1,4
4116,seymasoukbas,Other,0,0,1,4,6
4117,ultrasfener34,Other,1,0,1,58,205
4118,mikailkavak76,Other,0,0,0,0,0
4119,telatabidolunay,Other,0,0,0,0,0
4120,onurkurnaz61,Person,1,0,0,0,4
4121,iskaraman,Other,1,0,0,0,1
4122,erdesir1,Other,0,1,3,21,134
4123,omerawci,Person,1,0,0,0,0
4124,eyupyilmaz35,Other,0,0,0,0,0
4125,tuba5409,Other,1,0,0,0,4
4126,hakane79,Other,0,0,0,0,0
